event	event_id	twitter_id	created_at	text	news
24 Hours of Le Mans	8847	7.44216E+17	6/18/2016 17:10	#P21 and climbing. Go Marcel. #LeMans24 #LeagueOfPerformance	0
24 Hours of Le Mans	215	7.44044E+17	6/18/2016 5:47	#LeMans24 RACE DAY! 7am â€” calm before the storm!! C'mon @audisport &amp; @ollyjarvis â€” Slightly faster than my A4 Avant! https://t.co/dwagi2y2zz	0
24 Hours of Le Mans	21234	7.44466E+17	6/19/2016 9:44	Tried using my PIP function to watch #LeMans24 &amp; #BakuGP but it can't work with to satellite channels! Some way to go.	0
24 Hours of Le Mans	8974	7.44219E+17	6/18/2016 17:22	I believe we have a proper motor race on our hands now. #LeMans24	0
24 Hours of Le Mans	19802	7.44439E+17	6/19/2016 7:57	Ooh! And now Porsche baring down on Toyota. Woo! #LeMans24	0.5
24 Hours of Le Mans	20961	7.44461E+17	6/19/2016 9:24	.@PorscheRaces factory driver @pLmotorsport with the @AbuDhabiRacing1 #88 Porsche 911 RSR is hunting the GTE-Am leading Ferrari #LeMans24	0.5
24 Hours of Le Mans	22484	7.44485E+17	6/19/2016 11:00	Two more hours! Lets go @RebellionRacing! #LeMans24	1
24 Hours of Le Mans	13630	7.443E+17	6/18/2016 22:44	#Rambo eating #snacks watch #lemans24 on tv	0
24 Hours of Le Mans	12501	7.44282E+17	6/18/2016 21:33	#LeMans24 Keanu Reeves in the wings as Brad Pitt takes centre stage https://t.co/rzGiyk3nKH https://t.co/XjmtEQCJ9x	0
24 Hours of Le Mans	16225	7.44355E+17	6/19/2016 2:24	would love to see Citroen or Peugeot to do #LeMans24 but won't happen, no money with Rally &amp; touring car commitments plus no car @Eurosport	0
24 Hours of Le Mans	12959	7.44288E+17	6/18/2016 21:58	IN DIRETTA su #Periscope: Live - #LeMans24 by night!  https://t.co/6nVWZQn47o	0
24 Hours of Le Mans	19536	7.44432E+17	6/19/2016 7:28	@FOXSports @Lemansrace @bobvarsha #LEMANS24 - do these cars typically have trouble re-firing after a pit stop?	0
24 Hours of Le Mans	8299	7.44207E+17	6/18/2016 16:36	En plein duel @MathiasBeche vs Richard Bradley ! #LeMans24 @24hoursoflemans	0
24 Hours of Le Mans	7949	7.442E+17	6/18/2016 16:08	From data #engineer to @AudiSport No.1 race engineer: get 2 know Leena Gade https://t.co/nPNVVSZS6F #LEMANS24 #3Cs #capacity #capability	0
24 Hours of Le Mans	1785	7.44134E+17	6/18/2016 11:46	@CorvetteRacing Goid Luck Today Boys! Let's bring home another @24hoursoflemans Win!! #LeMans24	0
24 Hours of Le Mans	5068	7.44166E+17	6/18/2016 13:51	Get that damn safety car off the course.   #LeMans24   #se7en	0
24 Hours of Le Mans	13247	7.44293E+17	6/18/2016 22:17	Big respect for @flemans2016, driver who is invalid but he is able-bodied with other drivers. #LeMans24 https://t.co/1bJ0rGZlpo	0
24 Hours of Le Mans	26332	7.44515E+17	6/19/2016 13:00	24h are 24h. Not 23h and 54min. #cruel #LeMans24	0
24 Hours of Le Mans	19102	7.4442E+17	6/19/2016 6:42	@FOXSports #LeMans24 Who are your picks for class/ overall winners? In your opinion strongest driver lineups?	0
24 Hours of Le Mans	16382	7.44359E+17	6/19/2016 2:39	Poor @RebellionRacing #13 :( such a great race so far... #LeMans24 #24Stunden	0
24 Hours of Le Mans	27211	7.44516E+17	6/19/2016 13:03	Porsche win the #LeMans24 on the final lap of the race.	1
24 Hours of Le Mans	19961	7.44442E+17	6/19/2016 8:10	What happened to #REB13? @RebellionRacing  #lemans24	0
24 Hours of Le Mans	13157	7.44291E+17	6/18/2016 22:11	First time I paid to watch a race on PC, but worth it! #LeMans24 #WEC # #catnaps	0
24 Hours of Le Mans	15008	7.44326E+17	6/19/2016 0:30	My latest Le Mans update #lemans24  https://t.co/rCoTDpy5mt	0.5
24 Hours of Le Mans	3414	7.44153E+17	6/18/2016 13:01	It's race time! Ready Set Go! #LeMans24 #WEC #LeagueofPerformance @audisport https://t.co/xVMWAA4frW	1
24 Hours of Le Mans	27479	7.44516E+17	6/19/2016 13:04	LIVE on #Periscope: Toast to winning again, 50 years later. @FIAWEC #LeMans24 https://t.co/SbFcFitB9Q	0
24 Hours of Le Mans	22227	7.44481E+17	6/19/2016 10:45	Porsche extremely close behind the Toyota #LeMans24	1
24 Hours of Le Mans	17879	7.44395E+17	6/19/2016 5:02	#Porsche in P3 now after driver change, fuel and tyres #LeMans24	1
24 Hours of Le Mans	15886	7.44345E+17	6/19/2016 1:44	@FS1 how does an aspiring amature driver get on an GT-AM team? what qualifications do you need? #LeMans24	0
24 Hours of Le Mans	30517	7.44545E+17	6/19/2016 15:00	#LeMans24 - Heartbreak for Toyota on final lap; Porsche collects 18th victory in 24-hr race https://t.co/LGSyKNUddB https://t.co/71s1flbtoI	1
24 Hours of Le Mans	16080	7.44351E+17	6/19/2016 2:06	How you and your bros watch #LeMans24 on @FS1--even when you have the best seats. https://t.co/nGMFZFRuVW	0
24 Hours of Le Mans	843	7.4408E+17	6/18/2016 8:11	Lots of drama in Le Mans warm-up #LeMans24 https://t.co/ec60ShB7uH	0
24 Hours of Le Mans	18254	7.44401E+17	6/19/2016 5:26	The #46 Thiriet By Tds Racing entry, running 2nd in LMP2, is beached. #LeMans24	0
24 Hours of Le Mans	20172	7.44446E+17	6/19/2016 8:27	#Ford GT is about to pass #Ferrari 488 to take first in GTE PRO! #LeMans24	1
24 Hours of Le Mans	28514	7.44518E+17	6/19/2016 13:12	Thanks @AudiIN for such a great challenge. Lets make sure we win #LeMans24 next year. #AudiLeMans	0
24 Hours of Le Mans	962	7.4409E+17	6/18/2016 8:50	Get a message from your favorite team send us a tweet like the example on the picture #LeMans24 #ShowYourSupport   https://t.co/4jQLWMcIPO	0
Monaco Grand Prix	36057	7.36905E+17	5/29/2016 13:00	Get it together @redbullracing! #pitstoppractice #dontleavethedriverwaiting @danielricciardo won't stop the fight for first! #MonacoGP #F1	0
Monaco Grand Prix	25967	7.36894E+17	5/29/2016 12:16	Jolyon Palmer in the wall at Ste Devote, debris all over #monacogp. VSC	1
Monaco Grand Prix	53860	7.36925E+17	5/29/2016 14:17	Really great job today from @LewisHamilton &amp; his team @MercedesAMGF1 outstanding win &amp; some amazing driving #MonacoGP #F1 #TeamLH	0.5
Monaco Grand Prix	30913	7.369E+17	5/29/2016 12:39	#Magnussen and #Kvyat has crashed at Rascasse turn. #F1 #MonacoGP	1
Monaco Grand Prix	31211	7.369E+17	5/29/2016 12:41	Max 4 sec faster in every lap than race leader @danielricciardo lap 23/78 #F1 #MonacoGP	1
Monaco Grand Prix	59199	7.36968E+17	5/29/2016 17:09	#LewisHamilton wins #MonacoGP after #DanielRicciardo suffers pit-stop agony https://t.co/RkNjzhm8iX #Formula1 #MonacoGrandPrix #MonacoGP2016	1
Monaco Grand Prix	59875	7.36983E+17	5/29/2016 18:11	dammit, when's Hamilton gonna give that place back to Ricardo? #c4f1 #monacogp	0
Monaco Grand Prix	37222	7.36906E+17	5/29/2016 13:02	Shame for Verstappen, was doing a great job. Probably got a bit carried away. A good performance in Montreal will be redemption #monacogp	0.5
Monaco Grand Prix	3098	7.36526E+17	5/28/2016 11:52	Ricciardo still has the fastest time of the #MonacoGP weekend so far, so he's still my tip for pole today	1
Monaco Grand Prix	50394	7.36921E+17	5/29/2016 14:05	Uh. Justin Bieber is down at parc ferme?  #MonacoGP	0
Monaco Grand Prix	60713	7.37004E+17	5/29/2016 19:32	#LewisHamilton wins epic #MonacoGP over #DanielRicciardo https://t.co/2ZWgsz4w6g https://t.co/jl0UJr6sDH	1
Monaco Grand Prix	344	7.36462E+17	5/28/2016 7:39	"@RenaultSportF1: Morning everyone, all aboard! It's qualifying day and your #MonacoGP tour bus awaits! https://t.co/qE9TY8EYbh"	0
Monaco Grand Prix	56662	7.36934E+17	5/29/2016 14:55	Hamilton wins Monaco. #F1 #Formula1 #FormulaOne #MonacoGP ðŸ‡²ðŸ‡¨ #MercedesAMGF1 #LewisHamilton https://t.co/56MEb2bc2M	1
Monaco Grand Prix	31708	7.36901E+17	5/29/2016 12:43	Can @redbullracing please demote @Dany_Kvyat again? #F1 #MonacoGP #MonacoGP2016	0
Monaco Grand Prix	53656	7.36924E+17	5/29/2016 14:16	@nico_rosberg a weekend to forget! Keep fighting, this is the year! @MercedesAMGF1 #MonacoGP #F1	0
Monaco Grand Prix	39636	7.36909E+17	5/29/2016 13:15	Drivers are probably wishing they had a tinted visor fitted to their helmets now! ðŸ˜Žâ˜€ï¸ #MonacoGP	0
Monaco Grand Prix	20998	7.3689E+17	5/29/2016 12:01	#MonacoGP starting behind the safety car. Sensational. Cmon @danielricciardo	1
Monaco Grand Prix	4031	7.3653E+17	5/28/2016 12:09	Interestingly both Force India drivers have gone out on the super-soft tyres, as opposed to the quicker ultra-softs... #F1 #MonacoGP	1
Monaco Grand Prix	27872	7.36896E+17	5/29/2016 12:23	just add water and the best drivers in the world become hacks #monacogp	0
Monaco Grand Prix	56934	7.36936E+17	5/29/2016 15:03	#MonacoGP StarWars https://t.co/zwtIZ3mW6m	0
Monaco Grand Prix	9468	7.36546E+17	5/28/2016 13:12	@danielricciardo you legend! #MonacoGP	0
Monaco Grand Prix	17039	7.36875E+17	5/29/2016 11:00	Right,big day of spot for me and @TheVijayMallya. 1st #MonacoGP, then #VIVOIPL Final. Best of luck to both @ForceIndiaF1 &amp; @RCBTweets â¤ï¸ðŸ’š	0
Monaco Grand Prix	50872	7.36922E+17	5/29/2016 14:06	Thats the only thing I hate about Monaco race ðŸ˜  bunch of celebrities that are clueless about racing and #f1 #MonacoGP	0
Monaco Grand Prix	33270	7.36903E+17	5/29/2016 12:53	Hope is starts to shower again #f1 #monacogp	0
Monaco Grand Prix	7423	7.36542E+17	5/28/2016 12:59	C'mon Vettel! Get a pole for @ScuderiaFerrari #Seb5 #Quali #MonacoGP #F1	0
Monaco Grand Prix	8118	7.36543E+17	5/28/2016 13:03	Hamilton has engine problems but is rejoining the session now. #TeamRosberg #Monaco #MonacoGP #F1	1
Monaco Grand Prix	41720	7.36912E+17	5/29/2016 13:26	It's almost sad watching the two cars at the very back of the race crash into each other. Silly, silly driving. #F1 #MonacoGP	0.5
Monaco Grand Prix	17064	7.36875E+17	5/29/2016 11:01	Sebastian Vettel makes his way to the drivers parade, ahead of the #MonacoGP today.  #F1 #Seb5 https://t.co/CIblj5iqXd	1
Monaco Grand Prix	32046	7.36901E+17	5/29/2016 12:45	Ham needs to go for the inters. #monacogp	0
Monaco Grand Prix	56163	7.36931E+17	5/29/2016 14:43	Visit: https://t.co/YO1PJ3TVj6   #Indy500 #MonacoGP #SundayMorning #IncompetentXMen #CNNSOTU #MomQuotes #motherhood https://t.co/LxpX5aOsea	0
Monaco Grand Prix	46660	7.3692E+17	5/29/2016 13:59	SERGIO PEREZ  is my #F1DriverOfTheDay. Vote for yours. #MonacoGP https://t.co/8QSgqDWq2R	0
Monaco Grand Prix	57374	7.3694E+17	5/29/2016 15:20	Both the Dans are a bit down today ðŸ˜• #MonacoGP	0
Monaco Grand Prix	26620	7.36894E+17	5/29/2016 12:18	...and virtual safety car after @JolyonPalmer crashed out #MonacoGP	1
Monaco Grand Prix	43677	7.36916E+17	5/29/2016 13:44	Lewis Hamilton takes another four tenths out of Ricciardo #MonacoGP	1
Monaco Grand Prix	13573	7.36626E+17	5/28/2016 18:32	Today's view for #monacogp Quali https://t.co/AbgbBnKzEr	0
Monaco Grand Prix	23536	7.36893E+17	5/29/2016 12:11	K-Mag on the radio says the track is ready to go racing. #F1 #MonacoGP	1
Monaco Grand Prix	44324	7.36917E+17	5/29/2016 13:49	The greatest day in racing is already off to an amazing start #MonacoGP #Indy500 #CocaCola600	0
Monaco Grand Prix	6839	7.3654E+17	5/28/2016 12:51	Eric Boullier last weekend: "Not sure if Ferrari is a threat." Eric Boullier now:  #F1 #MonacoGP #MTVF1 https://t.co/qikEzlS0u2	0.5
Monaco Grand Prix	33650	7.36904E+17	5/29/2016 12:55	Over to you @LewisHamilton #MonacoGP	0
Monaco Grand Prix	27186	7.36895E+17	5/29/2016 12:20	Huge drama going on the track Palmer is out of the race #MonacoGP	1
Monaco Grand Prix	52632	7.36923E+17	5/29/2016 14:11	A bit harsh for Red Bull pit crew there from Daniel. They win together, they lose together, though #MonacoGP #F1	0
Monaco Grand Prix	59637	7.36978E+17	5/29/2016 17:48	LEWIS HAMILTON is my #F1DriverOfTheDay. Vote for yours. #MonacoGP https://t.co/oyAfIzqr6F	0
Monaco Grand Prix	24828	7.36893E+17	5/29/2016 12:14	Finally the safety car is coming in #monacogp	1
Monaco Grand Prix	23831	7.36893E+17	5/29/2016 12:12	You pay thousends of euro's to see a safetycar race. #MonacoGP	0
Monaco Grand Prix	6217	7.36537E+17	5/28/2016 12:39	Vettel begins a flying lap on Ultrasoft tires #MonacoGP #Qualifying	1
Monaco Grand Prix	3909	7.36529E+17	5/28/2016 12:06	We're off and running again. #MonacoGP #Quali	1
Monaco Grand Prix	47261	7.3692E+17	5/29/2016 14:00	Congrats @James_Dien  @a_Burnheidl @speedy_mary @HaraldPetermann! @MarcWurzinger @RalfdeRaffe @elditre #MonacoGP https://t.co/h4qNzUCcPP	0
Monaco Grand Prix	1136	7.36487E+17	5/28/2016 9:19	Sainz goes P7, just ahead of Kvyat.  #MonacoGP ðŸ‡²ðŸ‡¨ #FP3	1
Monaco Grand Prix	23466	7.36893E+17	5/29/2016 12:11	#MonacoGP Come on Charlie this is a joke.  I know it's Sunday but these guys are racing drivers!!	0
Monaco Grand Prix	6489	7.36539E+17	5/28/2016 12:44	Bottas only 12th in the Williams - he's behind both McLarens. #F1 #MonacoGP	0.5
Monaco Grand Prix	53318	7.36924E+17	5/29/2016 14:14	LEWIS HAMILTON is my #F1DriverOfTheDay. Vote for yours. #MonacoGP https://t.co/jpwD32hgDJ	0
Monaco Grand Prix	19039	7.36886E+17	5/29/2016 11:46	#MonacoGP in the wet will be very interesting.! Come on @LewisHamilton	0
Monaco Grand Prix	17939	7.36883E+17	5/29/2016 11:32	This is going to be good...  #f1 #MonacoGP https://t.co/s0fPGpOybM	0
Monaco Grand Prix	51386	7.36922E+17	5/29/2016 14:07	The latest The Wouter Visscher Daily! https://t.co/VoB4M8Ew76 Thanks to @Dromendief_15 @Annemannie @eddy_terstall #monacogp #f1	0.5
Monaco Grand Prix	1048	7.36486E+17	5/28/2016 9:15	45 mins to go. Rosberg now goes fastest 1:15.181. #FP3 #MonacoGP	1
Monaco Grand Prix	30486	7.36899E+17	5/29/2016 12:37	@Max33Verstappen carving through the field #MonacoGP #GoMax	0
Monaco Grand Prix	51393	7.36922E+17	5/29/2016 14:07	Such bad luck for Ricciardo! But congrats to Lewis on first victory of the season. #MonacoGP	1
Monaco Grand Prix	47185	7.3692E+17	5/29/2016 14:00	Great win for Hamilton and nice to see Perez on podium. First race I've watched all the way through this season #unpredictable #MonacoGP	1
Monaco Grand Prix	40834	7.36911E+17	5/29/2016 13:22	What a pair of idiots #F1 #MonacoGP	0
Monaco Grand Prix	15679	7.36846E+17	5/29/2016 9:07	Very heavy rain for the Formula Renault ðŸŒ§ #MonacoGP #BTSport	1
Monaco Grand Prix	32882	7.36903E+17	5/29/2016 12:50	It's on out front! Ricciardo has caught Hamilton on 28/78  #F1 | #MonacoGP	1
Monaco Grand Prix	30316	7.36899E+17	5/29/2016 12:36	Great pass from Verstappen, passed Magnussen and moved up to 13th #PitCrewLive #MonacoGP	1
Monaco Grand Prix	345	7.36462E+17	5/28/2016 7:39	Good morning all! We just can't get enough of this office view ðŸ˜ #F1 #MonacoGP https://t.co/RbQc3WEdif	0
Monaco Grand Prix	14569	7.36771E+17	5/29/2016 4:06	@davedusick @RaceTrackEngrng so badass you guys are part of the best day in racing ever #100thIndy500 #erzbergrodeo #monacogp #CocaCola600	0
Monaco Grand Prix	9915	7.36546E+17	5/28/2016 13:14	@danielricciardo well deserved on Poll position! #MonacoGP	0.5
Monaco Grand Prix	58878	7.36961E+17	5/29/2016 16:44	#MonacoGP highlights time ðŸ’ªðŸ»	0
Monaco Grand Prix	61761	7.37045E+17	5/29/2016 22:15	The final race of the biggest day in racing is underway! #MonacoGP #Indy500 #CocaCola600	1
Monaco Grand Prix	29667	7.36898E+17	5/29/2016 12:32	Interesting first 18 laps in the #MonacoGP.	1
Monaco Grand Prix	46637	7.3692E+17	5/29/2016 13:59	#MonacoGP Thank you Hamilton.	0
Monaco Grand Prix	33901	7.36904E+17	5/29/2016 12:56	RICCARDO FUCKED UP! #MonacoGP #skyf1	0.5
Monaco Grand Prix	25468	7.36894E+17	5/29/2016 12:15	#MonacoGp â€” watching formula1	0
Monaco Grand Prix	22431	7.36892E+17	5/29/2016 12:07	Always wondered who gets to drive the safety car? #MonacoGP #C4F1	0
Monaco Grand Prix	23145	7.36892E+17	5/29/2016 12:10	Come on Charlie Whiting, let them race FFS!! At this rate they will be on intermediates before the restart! ðŸ˜’ #monacogp	0
Monaco Grand Prix	10779	7.36548E+17	5/28/2016 13:21	#monacogp surely bad for the @MercedesAMGF1 brand that they are now seen as capable of such level of unreliability. Simply too many #F1	0
Monaco Grand Prix	58014	7.36948E+17	5/29/2016 15:52	#UhuruPark is trending now #UhuruPark #HarambeeStars #MonacoGP #TopChamaShow #Amsterdam 18:52:01	0
Monaco Grand Prix	43618	7.36916E+17	5/29/2016 13:43	Vettel might need a change of pants right about now #F1 #MonacoGP	0
Monaco Grand Prix	21982	7.36891E+17	5/29/2016 12:06	Let me sit myself down...#MonacoGP then #IPLfinal ðŸ˜ŽðŸ˜Ž	0
Monaco Grand Prix	19498	7.36888E+17	5/29/2016 11:51	Whilst we gear up for the #MonacoGP, let's remember our friend Jules and his incredible performance for @ManorRacing #RIPJules	0
Monaco Grand Prix	59472	7.36973E+17	5/29/2016 17:32	Congratulations on an amazing victory!! @LewisHamilton   What a performance &amp; What a race!! #44 #F1 #MonacoGP	0.5
Monaco Grand Prix	36702	7.36905E+17	5/29/2016 13:01	Max crash ! #MonacoGP	1
Monaco Grand Prix	39095	7.36908E+17	5/29/2016 13:10	Hamilton cut the corner though get out of here #MonacoGP #F1	0.5
Monaco Grand Prix	50636	7.36922E+17	5/29/2016 14:05	Mixed emotions, none euphoric. Congrats to Lewis, Dan and Checo. Gutted for ROS, KVY and MAG. Not an ideal race. #MonacoGP	0
Monaco Grand Prix	2753	7.3652E+17	5/28/2016 11:29	20 years on, a possible wet Grand Prix? Could we see a repeat of 1996 tomorrow? Good luck to he who qualifies 14th. #SkyF1 #MonacoGP	0
Monaco Grand Prix	47520	7.3692E+17	5/29/2016 14:00	Meh. Good runs for Perez and Alonso though. #monacogp	0
Monaco Grand Prix	38550	7.36907E+17	5/29/2016 13:07	Hey @LewisHamilton hope you like your present. Love from @redbullracing #F1 #MonacoGP	0
Monaco Grand Prix	19855	7.36888E+17	5/29/2016 11:53	BREAKING NEWS: The #MonacoGP will start under Safety Car due to current bad weather conditions #F1	1
Monaco Grand Prix	55633	7.36929E+17	5/29/2016 14:34	it really is a shame that there are no places on the #MonacoGP track to overtake someone. Otherwise, the races could be great	0
Monaco Grand Prix	29262	7.36898E+17	5/29/2016 12:30	Get in Lewis! 2nd place! #F1 #TeamLH #MonacoGP	1
Monaco Grand Prix	59584	7.36976E+17	5/29/2016 17:43	The saddest part of #MonacoGP ? @justinbieber on track #LewisHamilton #Formula1 is for men not for #sissies  #F1 #DanielRicciardo #Ferrari	0
Monaco Grand Prix	13567	7.36626E+17	5/28/2016 18:31	TIPS | Check out @KCumbers' big betting tips for race day in Monte Carlo! #MonacoGP Take a look: https://t.co/KykuEuSG9q #f1 #theNRF1	0
Monaco Grand Prix	45901	7.36919E+17	5/29/2016 13:56	Perez you MONSTER how did u do that in a force india ill never know. #dotd #monacogp	0
Monaco Grand Prix	6258	7.36538E+17	5/28/2016 12:40	2016 FORMULA 1 Rd.6 FORMULA 1 GRAND PRIX DE MONACO 2016 Qualifying Q2 BL VET 1:14:555 #F1JP #MonacoGP	0
Monaco Grand Prix	43249	7.36915E+17	5/29/2016 13:39	Raikkonen can get a penalty and Hamilton doesn't? @fia please #MonacoGP	0.5
Monaco Grand Prix	21462	7.36891E+17	5/29/2016 12:03	Problems for Kvyat #MonacoGP	1
Monaco Grand Prix	58523	7.36956E+17	5/29/2016 16:23	#MonacoGP Let's relax a little &amp; watch how the #stormtroopers dance in this AMAZING VIDEO!!! of #CantStopTheFeeling! https://t.co/TvmYwHLiuA	0
Monaco Grand Prix	36155	7.36905E+17	5/29/2016 13:00	Pretty good race so far #monacogp	0
Monaco Grand Prix	29384	7.36898E+17	5/29/2016 12:31	Merc. Team orders. Right there. #MonacoGP	0
Monaco Grand Prix	18862	7.36886E+17	5/29/2016 11:44	Hello there Claudio. #MonacoGP https://t.co/9xduDRe2fn	0
Monaco Grand Prix	39303	7.36908E+17	5/29/2016 13:12	#F1 #MonacoGP Vettel catching Perez... uh oh...	1
Monaco Grand Prix	11607	7.36555E+17	5/28/2016 13:49	.@danielricciardo takes his maiden pole position at the #MonacoGP. @KeanuKDR has the full qualifying report #F1 https://t.co/01Yirranqk	1
Stanley Cup Playoffs Final Game 7	33206	7.42189E+17	6/13/2016 2:57	Sidney Crosby &amp; the Pittsburgh #Penguins beat San Jose #Sharks 3-1 to win the #StanleyCup. MVP Crosby. 4th Cup for #Pittsburgh. #NHL	1
Stanley Cup Playoffs Final Game 7	5895	7.42155E+17	6/13/2016 0:41	Keep swinging Sid. Maybe you'll give them a cold #StanleyCup #CoachBombay	0
Stanley Cup Playoffs Final Game 7	30615	7.42188E+17	6/13/2016 2:54	Congrats to Sidney Crosby! #StanleyCup #greatcanadian	0
Stanley Cup Playoffs Final Game 7	30203	7.42188E+17	6/13/2016 2:53	16 DOWN!!! NONE TO GO!!! #StanleyCup #missionaccomplished	0
Stanley Cup Playoffs Final Game 7	11112	7.42172E+17	6/13/2016 1:48	Please, can someone fucking drill Brent Burns. I hate that homeless sasquatch. #Pens #SJSvsPIT #StanleyCup	0
Stanley Cup Playoffs Final Game 7	6249	7.42156E+17	6/13/2016 0:46	Let's Go Sharks! #SJSharks #TurnUpTheTank #Game6 #StanleyCup https://t.co/BSAIxOBJmg	0
Stanley Cup Playoffs Final Game 7	48018	7.42282E+17	6/13/2016 9:08	Update: Pittsburgh Penguins win fourth #StanleyCup title https://t.co/Jwyx9KqrZD https://t.co/JpWZ8VDs0Y	1
Stanley Cup Playoffs Final Game 7	48872	7.42328E+17	6/13/2016 12:10	4 "cups" complete a starter set for any table!  #Zellism #Success #NeverGiveUp #Inspire #StanleyCup https://t.co/0lvcdQI3vm	0
Stanley Cup Playoffs Final Game 7	46471	7.42221E+17	6/13/2016 5:05	Me and @the_ltd23 worked very hard for this stanley cup I hope everyone appreciates it. #SUPERSTITION #StanleyCup	0
Stanley Cup Playoffs Final Game 7	41494	7.42195E+17	6/13/2016 3:21	U have to tip ur cap to the Pitts Penguins.  They looked awesome thru out the series #StanleyCup	0
Stanley Cup Playoffs Final Game 7	13179	7.4218E+17	6/13/2016 2:23	#Penguins kill it off. #Sharks too cute on the Powerplay! No shots at all! #StanleyCup	1
Stanley Cup Playoffs Final Game 7	39948	7.42193E+17	6/13/2016 3:13	Penguins the Champs #StanleyCup	1
Stanley Cup Playoffs Final Game 7	52452	7.42503E+17	6/13/2016 23:45	@madcat033 @Chet_OHara &amp; I Discuss #BronVsDraymond #VonMiller #StanleyCup #NBAFinals we R LIVE. 9148034510 https://t.co/UFAuM5Cxwu	0
Stanley Cup Playoffs Final Game 7	16185	7.42185E+17	6/13/2016 2:42	Empty net time #StanleyCup	1
Stanley Cup Playoffs Final Game 7	4039	7.4215E+17	6/13/2016 0:21	So @SanJoseSharks get Pat Monahan to sing anthem in #SanJose. He was born in Erie, PA. Just saying. #StanleyCup	0.5
Stanley Cup Playoffs Final Game 7	28372	7.42188E+17	6/13/2016 2:51	Minha camiseta da sorte black and Gold. #Pens  #StanleyCup https://t.co/DwCad2qOZ8	0
Stanley Cup Playoffs Final Game 7	20530	7.42186E+17	6/13/2016 2:47	The pens won ðŸ˜’ #StanleyCup	1
Stanley Cup Playoffs Final Game 7	17719	7.42186E+17	6/13/2016 2:44	IT'S ABOUT PARTY TIME IN THE STEEL CITY!!!!  #Pens #StanleyCup	0
Stanley Cup Playoffs Final Game 7	43260	7.42199E+17	6/13/2016 3:36	I cannot take all of the adorable @penguins babies. So. Freaking. Cute. #showmemorebabes #StanleyCup	0
Stanley Cup Playoffs Final Game 7	39731	7.42193E+17	6/13/2016 3:12	My first year as a Penguins fan and we win the Stanley Cup!!! The Baldwin good luck charm! @Elcik92  #StanleyCup #Pens	0
Stanley Cup Playoffs Final Game 7	46124	7.42217E+17	6/13/2016 4:46	No matter who you cheer for much #respect for @nhl #StanleyCup #champion players &amp; staff. Its a long climb to the top. #crosby gained a tier	0
Stanley Cup Playoffs Final Game 7	43252	7.42199E+17	6/13/2016 3:36	Congratulations to @6Schultz6 and the @penguins! #StanleyCup https://t.co/RwdwsrpKUX	0.5
Stanley Cup Playoffs Final Game 7	44795	7.42205E+17	6/13/2016 4:01	Somewhere, @ShawnMichaels is celebrating! #HBKline @penguins @CarlHagelin @NickBonino @PKessel81 #Penguins #Champions #StanleyCup	0
Stanley Cup Playoffs Final Game 7	35733	7.4219E+17	6/13/2016 3:01	The lady next to me at the hotel bar is  loudly giving her husband the #StanleyCup play by play. Because his TV feed is 20 seconds behind.	0
Stanley Cup Playoffs Final Game 7	47898	7.42271E+17	6/13/2016 8:23	Isn't this precious? #StanleyCup (Vine by @NHL) https://t.co/Ysr82kN520	0
Stanley Cup Playoffs Final Game 7	20108	7.42186E+17	6/13/2016 2:46	I'm crying... Tears of joy #StanleyCup	0
Stanley Cup Playoffs Final Game 7	52239	7.42493E+17	6/13/2016 23:06	For whom are you most excited for having won the #StanleyCup?	0
Stanley Cup Playoffs Final Game 7	52356	7.425E+17	6/13/2016 23:31	@insanebeatzzz @Chet_OHara &amp; I Discuss #BronVsDraymond #VonMiller #StanleyCup #NBAFinals we R LIVE. 9148034510 https://t.co/UFAuM5Cxwu	0
Stanley Cup Playoffs Final Game 7	27313	7.42187E+17	6/13/2016 2:50	My Penguins got the #StanleyCup !!	0.5
Stanley Cup Playoffs Final Game 7	29745	7.42188E+17	6/13/2016 2:53	Last game of the #StanleyCup was tight	0
Stanley Cup Playoffs Final Game 7	17242	7.42186E+17	6/13/2016 2:44	Well at least the cup is back in PA. #Pens #StanleyCup	0
Stanley Cup Playoffs Final Game 7	15856	7.42185E+17	6/13/2016 2:41	Omg this might happen @penguins #StanleyCup	0
Stanley Cup Playoffs Final Game 7	44347	7.42203E+17	6/13/2016 3:53	@Landen16_ Next time you're in Canada please thank the Leafs for sending Phil to Pittsburgh!! #StanleyCup	0
Stanley Cup Playoffs Final Game 7	37931	7.42191E+17	6/13/2016 3:06	Pittsburgh Penguins are your 2016 Stanley Cup Champions!!!! #StanleyCup	1
Stanley Cup Playoffs Final Game 7	14993	7.42184E+17	6/13/2016 2:36	Almost there, Penguins #StanleyCup	0
Stanley Cup Playoffs Final Game 7	7813	7.42164E+17	6/13/2016 1:16	Come on Sharks...Get it going!!! SCORE ALREADYâ€¼ï¸ #StanleyCup https://t.co/0CYmxiFkGz	0
Stanley Cup Playoffs Final Game 7	23221	7.42187E+17	6/13/2016 2:48	Congrats to @NickBonino and @RevLovejoy6 I miss seeing you guys in Anaheim! #StanleyCup	0
Stanley Cup Playoffs Final Game 7	52488	7.42505E+17	6/13/2016 23:51	So #Leafs fans how u liking Phil Kessel now eh ðŸ˜‚ðŸ˜‚ðŸ’ he is a #StanleyCup champ and u aren't lol #karma	0
