event	twitter_id	news	question	advertisement	opinion	quote	sarcasm	explicit	lang	error
UEFA Champions League Final	736632257545416705	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736634305300942848	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736634431780311040	0	0	1	1	0	0	0	0	0
UEFA Champions League Final	736634506086612992	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736642295903059969	1	0	0	0	0	0	0	0	0
UEFA Champions League Final	736642400869879810	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736642625579679744	0	0	1	0	0	0	0	0	0
UEFA Champions League Final	736646848073637890	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736647117469560832	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736647183152320512	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736648746675503104	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736652821999853568	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736652991974019072	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736653612131094528	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736653722378510336	0	0	0	1	0	0	1	0	0
UEFA Champions League Final	736653729462648832	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736654836347904005	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736655039431839744	1	0	0	0	0	0	0	0	0
UEFA Champions League Final	736655149691744257	1	0	0	0	0	0	0	0	0
UEFA Champions League Final	736655307963813888	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736656300667441152	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736658774849650688	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736658813445496832	1	0	1	0	0	0	0	0	0
UEFA Champions League Final	736658835318951936	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736658840318513152	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736663904126795776	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736664074872717312	1	0	0	0	0	0	0	0	0
UEFA Champions League Final	736668820178362368	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736668832723554304	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736668848603140097	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736668872049315840	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736668891011817472	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736668951707590656	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736669195694280704	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736669464939364353	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736671910075994113	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736672041781350400	1	0	0	0	0	0	0	0	0
UEFA Champions League Final	736672155446845440	1	0	0	0	0	0	0	0	0
UEFA Champions League Final	736672816104345600	1	0	0	0	0	0	0	0	0
UEFA Champions League Final	736673030106189824	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736673281684606981	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736673875614961670	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736674218897772545	1	0	0	0	0	0	0	0	0
UEFA Champions League Final	736674412636868609	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736675576552009728	1	0	1	0	0	0	0	0	0
UEFA Champions League Final	736676613367140354	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736678406570541056	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736679967841525761	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736681714953662464	0	0	0	1	0	0	0	0	0
UEFA Champions League Final	736682341045809153	1	0	0	1	0	0	0	0	0
UEFA Champions League Final	736683324563980289	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736685672233357317	0	0	0	0	0	0	0	0	0
UEFA Champions League Final	736687496843530241	1	0	0	1	0	0	0	0	0
Xbox E3	742363400949370880	1	0	1	0	0	0	0	0	0
Xbox E3	742372000023203840	0	0	0	1	0	0	0	0	0
Xbox E3	742393895548375043	1	0	0	1	0	0	0	0	0
Xbox E3	742394048174915585	0	0	0	1	0	0	0	0	0
Xbox E3	742394087970607104	0	0	0	1	0	0	0	0	0
Xbox E3	742394230878949376	1	0	0	0	0	0	0	0	0
Xbox E3	742394279197179904	1	0	0	0	0	0	0	0	0
Xbox E3	742394384998535168	1	0	0	0	0	0	0	0	0
Xbox E3	742394541093879808	0	0	0	1	0	0	0	0	0
Xbox E3	742394665064767488	1	0	1	0	0	0	0	0	0
Xbox E3	742394754982236160	0	0	0	1	0	0	0	0	0
Xbox E3	742394849513603072	1	0	1	0	0	0	0	0	0
Xbox E3	742394874629136384	1	0	1	0	0	0	0	0	0
Xbox E3	742395050529718273	0	0	1	0	0	0	0	0	0
Xbox E3	742395608955125761	1	0	0	0	0	0	0	0	0
Xbox E3	742395634070609921	0	0	1	0	0	0	0	0	0
Xbox E3	742396246048935937	1	0	1	0	0	0	0	0	0
Xbox E3	742396875672686592	0	0	0	1	0	0	0	0	0
Xbox E3	742396897206341632	0	0	0	1	0	0	0	0	0
Xbox E3	742397179591950337	1	0	1	0	0	0	0	0	0
Xbox E3	742397285972226049	0	0	1	0	0	0	0	0	0
Xbox E3	742397354351828993	1	0	1	0	0	0	0	0	0
Xbox E3	742397634007027712	0	0	1	0	0	0	0	0	0
Xbox E3	742397789871734784	0	0	0	0	0	0	0	0	0
Xbox E3	742397840807190528	1	0	0	0	0	0	0	0	0
Xbox E3	742398253346349056	0	0	0	1	0	0	0	0	0
Xbox E3	742399146305413120	0	0	0	0	0	0	0	0	0
Xbox E3	742399313037266946	0	0	1	0	0	0	0	0	0
Xbox E3	742399369119289345	0	0	1	0	0	0	0	0	0
Xbox E3	742399867897581568	1	0	1	0	0	0	0	0	0
Xbox E3	742400949646303232	0	0	0	1	0	0	0	0	0
Xbox E3	742400977618210820	0	0	0	0	0	0	0	0	0
Xbox E3	742401190688751616	0	0	1	0	0	0	0	0	0
Xbox E3	742401693514530820	0	0	1	0	0	0	0	0	0
Xbox E3	742402281241333760	0	0	0	1	0	0	0	0	0
Xbox E3	742402525098213377	0	0	0	1	0	0	0	0	0
Xbox E3	742402557964746752	0	0	0	0	0	0	0	0	0
Xbox E3	742402650264600576	0	0	0	1	0	0	0	0	0
Xbox E3	742404585789132800	0	0	1	0	0	0	0	0	0
Xbox E3	742404617695170561	0	0	0	0	0	0	0	0	0
Xbox E3	742404623227490304	0	0	0	1	0	0	0	0	0
Xbox E3	742404859752677376	0	0	0	0	0	0	0	0	0
Xbox E3	742405799490650112	1	0	0	0	0	0	0	0	0
Xbox E3	742406462333440004	0	0	0	1	0	0	0	0	0
Xbox E3	742406549423816705	0	0	0	0	0	0	0	0	0
Xbox E3	742406651613831168	0	0	0	1	0	0	0	0	0
Xbox E3	742406971647627264	0	0	0	1	0	0	0	0	0
Xbox E3	742407012319797248	1	0	0	0	0	0	0	1	0
Xbox E3	742408604326584320	0	0	0	1	0	0	0	0	0
Xbox E3	742408775009607680	1	0	1	0	0	0	0	0	0
Xbox E3	742409201943777280	1	0	1	0	0	0	0	0	0
Xbox E3	742409246373994498	0	0	1	0	0	0	0	0	0
Xbox E3	742409313872842752	0	0	1	0	0	0	0	0	0
Xbox E3	742409443158065152	0	0	0	1	0	0	0	0	0
Xbox E3	742410050832977921	0	0	0	0	0	0	0	0	0
Xbox E3	742410094160285697	0	0	0	1	0	0	0	0	0
Xbox E3	742411075178663936	0	0	0	1	0	0	0	0	0
Xbox E3	742411221173866496	0	0	0	1	0	0	0	0	0
Xbox E3	742411400929234944	0	0	0	1	0	0	0	0	0
Xbox E3	742411666449522688	0	0	1	0	0	0	0	0	0
Xbox E3	742412556862664705	0	0	0	1	0	0	0	0	0
Xbox E3	742412633651970048	0	0	0	1	0	0	0	0	0
Xbox E3	742413261979717632	0	0	0	1	0	0	0	0	0
Xbox E3	742413348826976256	0	0	0	1	0	0	0	0	0
Xbox E3	742413887606296580	1	0	0	1	0	0	0	0	0
Xbox E3	742414128380141569	0	0	1	0	0	0	0	0	0
Xbox E3	742414880427233280	1	0	1	0	0	0	0	0	0
Xbox E3	742415118550618112	0	0	0	0	1	0	0	0	0
Xbox E3	742415126943404032	0	0	0	1	0	0	0	0	0
Xbox E3	742415323022888960	0	0	0	0	0	0	0	0	0
Xbox E3	742415353490345985	0	0	0	1	0	0	0	0	0
Xbox E3	742415353628614656	1	0	0	1	0	0	0	0	0
Xbox E3	742415869079261185	1	0	1	0	0	0	0	0	0
Xbox E3	742415953485533185	0	0	1	0	0	0	0	0	0
Xbox E3	742416040643072001	0	0	0	0	0	0	0	0	0
Xbox E3	742416140698329088	1	0	0	0	0	0	0	0	0
Xbox E3	742416676616994816	0	0	0	1	0	0	0	0	0
Xbox E3	742417070436929537	0	0	1	0	0	0	0	0	0
Xbox E3	742473326245744640	0	0	0	1	0	0	0	0	0
